C1,C2,C3,C4,Score
#FFEFB4,#FFCD19,#DBBF0D,#8E1D41,1327
#9A4C68,#5B305A,#E49756,#E04B5A,1323
#FFE9C1,#F4CE74,#A53F3F,#620808,1316
#FFA239,#FCF9EA,#A8BBA3,#97A87A,1313
#EFF6A5,#FFCF68,#CD5A5A,#6A2E2E,1305
#F6CE71,#CC561E,#FF6500,#C40C0C,1304
#980404,#93BD57,#FBE580,#FFFDE1,1294
#FF3737,#FF8383,#FFC193,#FFEDCE,1267
#C2FFBB,#64BD97,#1F5357,#477D7F,1265
#F5F0C4,#C6C5B3,#C45D3E,#EE7C4B,1249
#5B532C,#63A361,#FFC50F,#FDE7B3,1215
#4C5C2D,#6A7E3F,#FBF6F6,#D96868,1204
#B4FFD8,#70C6C7,#4B6982,#333A7B,1199
#6B7445,#839705,#BBCB2E,#6CA651,1181
#62013C,#AD2959,#FBE087,#F2676A,1180
#8C2057,#BD4682,#FFE775,#FC993C,1151
#541F1F,#902424,#DF3554,#561F55,1143
#E9E995,#CAA653,#967248,#884939,1141
#B5421E,#CD7856,#E0B58C,#F0DCA2,1140
#794D9A,#46265C,#C83B4C,#F75B5B,1130
#724330,#FFF87D,#FFC478,#FFEDC6,1126
#CF0F0F,#F79A19,#FFE52A,#BBCB64,1125
#A2663E,#AD8C45,#C8D35B,#D2F079,1117
#4B81AB,#485188,#382F60,#A45FBE,1100
#F6E5E4,#FEC24A,#AE2A2F,#E7272D,1097
#599597,#253361,#504AA7,#7A81EB,1096
#84EFE2,#2F99AD,#372E96,#6B62CE,1093
#C24B39,#DF7943,#E4C144,#693F27,1079
#313E86,#367DB5,#9AEBDD,#3D5A59,1053
#D32D2D,#EF4A4A,#F36363,#F8FFAE,1051
#F7FFA8,#CCD51A,#BB9518,#A20A0A,1029
#107A8B,#2CB978,#83E85A,#3B5441,1024
#FF6898,#C93737,#F1AC59,#FBEF7C,987
#F0C15A,#F3EF82,#4BA54D,#80EF91,982
#DCF0C3,#F0D8A1,#DD9E59,#A47251,981
#EBEBCD,#EACD65,#8D3434,#E14242,976
#E9EFBA,#CEDE48,#D9AF5D,#902424,970
#876464,#ED9F66,#DA5151,#F7EC77,968
#FAF189,#DEAE4F,#8E2735,#611919,961
#EEEEEE,#D8C9A7,#DE802B,#5C6F2B,949
#41A06F,#81E1AF,#3D61AD,#6C95EC,936
#D580BC,#C73F65,#46322B,#2A221E,908
#5F233F,#AB3124,#D69830,#FFF07A,899
#F7F79B,#EAD27A,#C15757,#853E3E,860
#F8F7A5,#D4C07A,#A1583E,#D19178,828
#FCF8A6,#F2C280,#B15858,#AA1111,820
#A7DA46,#C2FF6B,#E5AB39,#913131,811
#F0D4A2,#B3533D,#F46D6D,#FDA4CF,807
#B05977,#DA6969,#EDBB91,#F2FC9F,795
#1B0C0C,#313E17,#4C5C2D,#FFDE42,730
#F2F5B1,#E5C955,#E08932,#C24242,721
#A8B94E,#E2DD66,#D36239,#EF8F6B,710
#A75377,#D3775D,#DFB361,#F5EB82,703
#A52F57,#EB5E60,#FAE88E,#E4BA6F,699
#FFF98C,#E0C45C,#CB3B3B,#85203B,678
#C6CD78,#F1F08A,#EC9454,#8E334C,631
#E2C85B,#DBEE7B,#B84040,#EF5353,622
#E6F082,#D8D365,#605B51,#454040,616
#AC9742,#D2D868,#F6FA7B,#E35454,582
#C64272,#FA5862,#D9D46F,#F6F982,561
#EEEEEE,#BD114A,#D75656,#FAE251,532
